CODITEM,ITEM,LINEA,ANIO,SEMANA,DEMANDA,DEMANDA_T_1,DEMANDA_T_2,MEDIA_MOVIL_4,STD_4,ES_CRITICO,STOCK_MINIMO
30389,YEE 4A2,AASS,2025,25,4.0,2.0,6.0,4.75,2.2173557826083443,True,12
30397,"SIFON DE 2""",AASS,2025,25,3.0,3.0,7.0,4.75,2.0615528128088307,True,12
30412,"CODO 1/2"" X45",AAPP,2025,25,4.0,27.0,10.0,12.0,10.295630140987,True,30
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,25,42.0,14.0,45.0,51.5,38.30143600441111,True,129
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,25,18.0,3.0,8.0,8.75,6.5,True,22
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,25,7.0,19.0,20.0,16.5,6.350852961085883,True,41
30435,UNION ROSCABLE 3/4,AAPP,2025,25,9.0,7.0,6.0,7.0,1.4142135623730954,True,18
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,25,3.0,1.0,25.0,16.0,16.69331203406522,True,40
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,25,2.0,10.0,5.0,9.5,8.34665601703261,True,24
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,25,2.0,5.0,1.0,3.5,2.380476142847616,True,9
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,25,5.0,9.0,4.0,7.0,2.9439202887759497,True,18
30512,TEFLON 19MM*02MM*15M,AAPP,2025,25,13.0,7.0,9.0,10.0,2.581988897471614,True,25
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,25,7.0,11.0,1.0,5.0,4.898979485566356,True,12
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,25,8.0,6.0,9.0,9.25,3.403429642777024,True,23
AAPP-006,"TEE DE 3/4""",AAPP,2025,25,2.0,3.0,16.0,6.0,6.683312551921142,True,15
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,25,4.0,2.0,5.0,3.0,1.8257418583505536,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,25,8.0,28.0,8.0,19.0,12.80624847486569,True,48
AAPP-011,"UNION DE 1/2""",AAPP,2025,25,5.0,10.0,10.0,7.75,2.62995563967658,True,19
AAPP-012,"CODO ROSCABLE 3/4"" X 45",AAPP,2025,25,2.0,20.0,4.0,8.5,8.06225774829855,True,21
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,25,3.0,1.0,7.0,3.25,2.6299556396765835,True,8
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,25,3.0,7.0,6.0,4.5,2.06,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,25,9.0,5.0,2.0,5.25,2.49,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,25,6.0,5.0,4.0,4.25,1.48,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,25,6.0,1.0,7.0,4.5,2.29,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,25,8.0,2.0,1.0,5.0,3.54,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,25,5.0,3.0,4.0,4.0,0.71,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,25,3.0,5.0,9.0,5.5,2.18,True,15
30369,"TUBOS DE 2""",AASS,2025,26,13.0,10.0,3.0,7.25,5.057996968497839,True,18
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,26,8.0,4.0,1.0,3.75,3.095695936834452,True,9
30372,"CODOS DE 2"" X 45",AASS,2025,26,18.0,17.0,8.0,15.5,5.066228051190222,True,39
30373,"CODOS DE 2"" X90",AASS,2025,26,24.0,16.0,7.0,16.75,7.274384280931732,True,42
30376,"CODOS DE 4"" X 45",AASS,2025,26,13.0,14.0,2.0,8.5,5.916079783099616,True,21
30377,"CODOS DE 4"" X 90",AASS,2025,26,5.0,4.0,2.0,3.0,1.8257418583505536,True,8
30389,YEE 4A2,AASS,2025,26,5.0,4.0,2.0,4.25,1.7078251276599323,True,11
30397,"SIFON DE 2""",AASS,2025,26,4.0,3.0,3.0,4.25,1.892969448600092,True,11
30412,"CODO 1/2"" X45",AAPP,2025,26,4.0,4.0,27.0,11.25,10.874281585465774,True,28
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,26,47.0,42.0,14.0,37.0,15.470401847829717,True,92
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,26,19.0,18.0,3.0,12.0,7.788880963698615,True,30
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,26,18.0,7.0,19.0,16.0,6.055300708194982,True,40
30435,UNION ROSCABLE 3/4,AAPP,2025,26,3.0,9.0,7.0,6.25,2.5,True,16
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,26,2.0,3.0,1.0,7.75,11.528949070347508,True,19
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,26,14.0,2.0,10.0,7.75,5.315072906367326,True,19
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,26,5.0,2.0,5.0,3.25,2.06155281280883,True,8
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,26,7.0,5.0,9.0,6.25,2.217355782608346,True,16
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,26,10.0,3.0,3.0,4.5,3.69684550213657,True,11
30512,TEFLON 19MM*02MM*15M,AAPP,2025,26,23.0,13.0,7.0,13.0,7.118052168020875,True,32
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,26,7.0,7.0,11.0,6.5,4.12310562561766,True,16
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2025,26,1.0,6.0,4.0,3.0,2.449489742783178,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,26,4.0,8.0,6.0,6.75,2.217355782608347,True,17
AAPP-006,"TEE DE 3/4""",AAPP,2025,26,4.0,2.0,3.0,6.25,6.55108133567785,True,16
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,26,2.0,4.0,2.0,3.25,1.5,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,26,33.0,8.0,28.0,19.25,13.14977819838291,True,48
AAPP-012,"CODO ROSCABLE 3/4"" X 45",AAPP,2025,26,3.0,2.0,20.0,7.25,8.539125638299666,True,18
AAPP-019,"TEE DE 1"" PEGABLES",AAPP,2025,26,5.0,4.0,1.0,3.25,1.707825127659933,True,8
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,26,24.0,4.0,9.0,10.5,9.255628917943216,True,26
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,26,7.0,16.0,13.0,9.25,6.652067347825035,True,23
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,26,8.0,3.0,1.0,4.75,3.304037933599836,True,12
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,26,3.0,3.0,7.0,4.75,1.79,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,26,8.0,9.0,5.0,6.0,2.74,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,26,6.0,6.0,5.0,5.25,0.83,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,26,3.0,6.0,1.0,4.25,2.38,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,26,6.0,8.0,2.0,4.25,2.86,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,26,6.0,5.0,3.0,4.5,1.12,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,26,4.0,3.0,5.0,5.25,2.28,True,15
30369,"TUBOS DE 2""",AASS,2025,27,9.0,13.0,10.0,8.75,4.193248541803042,True,22
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,27,5.0,8.0,4.0,4.5,2.886751345948129,True,11
30372,"CODOS DE 2"" X 45",AASS,2025,27,48.0,18.0,17.0,22.75,17.423642940938997,True,57
30373,"CODOS DE 2"" X90",AASS,2025,27,49.0,24.0,16.0,24.0,18.05547008526779,True,60
30376,"CODOS DE 4"" X 45",AASS,2025,27,16.0,13.0,14.0,11.25,6.291528696058959,True,28
30377,"CODOS DE 4"" X 90",AASS,2025,27,12.0,5.0,4.0,5.75,4.349329450233296,True,14
30378,"REJILLA CROMADA DE 2""",AASS,2025,27,2.0,2.0,6.0,8.25,10.012492197250394,True,21
30389,YEE 4A2,AASS,2025,27,9.0,5.0,4.0,5.0,2.9439202887759484,True,12
30397,"SIFON DE 2""",AASS,2025,27,14.0,4.0,3.0,6.0,5.354126134736337,True,15
30412,"CODO 1/2"" X45",AAPP,2025,27,7.0,4.0,4.0,10.5,11.090536506409418,True,26
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,27,51.0,47.0,42.0,38.5,16.74315780649914,True,96
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,27,6.0,19.0,18.0,11.5,8.18535277187245,True,29
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,27,9.0,18.0,7.0,13.25,6.13052471924984,True,33
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,27,4.0,14.0,2.0,7.5,5.507570547286103,True,19
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,27,4.0,7.0,5.0,6.25,2.217355782608346,True,16
30512,TEFLON 19MM*02MM*15M,AAPP,2025,27,7.0,23.0,13.0,12.5,7.549834435270751,True,31
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,27,4.0,7.0,7.0,7.25,2.872281323269014,True,18
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,27,4.0,4.0,8.0,5.5,1.9148542155126784,True,14
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,27,4.0,33.0,8.0,18.25,14.384598244882143,True,46
AAPP-011,"UNION DE 1/2""",AAPP,2025,27,4.0,5.0,10.0,7.25,3.201562118716422,True,18
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,27,2.0,3.0,3.0,3.75,1.92,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,27,12.0,8.0,9.0,8.5,2.5,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,27,3.0,6.0,6.0,5.0,1.22,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,27,5.0,3.0,6.0,3.75,1.92,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,27,2.0,6.0,8.0,4.5,2.6,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,27,7.0,6.0,5.0,5.25,1.48,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,27,1.0,4.0,3.0,3.25,1.48,True,15
30369,"TUBOS DE 2""",AASS,2025,28,2.0,9.0,13.0,8.5,4.654746681256314,True,21
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,28,2.0,5.0,8.0,4.75,2.5,True,12
30372,"CODOS DE 2"" X 45",AASS,2025,28,4.0,48.0,18.0,21.75,18.625699092025155,True,54
30373,"CODOS DE 2"" X90",AASS,2025,28,5.0,49.0,24.0,23.5,18.69937610367433,True,59
30377,"CODOS DE 4"" X 90",AASS,2025,28,2.0,12.0,5.0,5.75,4.349329450233296,True,14
30389,YEE 4A2,AASS,2025,28,2.0,9.0,5.0,5.0,2.9439202887759484,True,12
30397,"SIFON DE 2""",AASS,2025,28,8.0,14.0,4.0,7.25,4.99165971062398,True,18
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,28,4.0,6.0,19.0,11.75,7.847504911329036,True,29
30435,UNION ROSCABLE 3/4,AAPP,2025,28,2.0,3.0,9.0,5.25,3.304037933599835,True,13
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,28,2.0,5.0,2.0,3.5,1.7320508075688767,True,9
30512,TEFLON 19MM*02MM*15M,AAPP,2025,28,4.0,7.0,23.0,11.75,8.381527307120106,True,29
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2025,28,2.0,1.0,6.0,3.25,2.217355782608345,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,28,2.0,4.0,4.0,4.5,2.5166114784235845,True,11
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,28,2.0,4.0,33.0,11.75,14.384598244882143,True,29
AAPP-019,"TEE DE 1"" PEGABLES",AAPP,2025,28,2.0,5.0,4.0,3.0,1.8257418583505536,True,8
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,28,6.0,24.0,4.0,10.75,9.069178573608529,True,27
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,28,11.0,7.0,16.0,11.75,3.7749172176353736,True,29
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,28,2.0,1.0,20.0,6.0,9.345230512584124,True,15
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,28,5.0,2.0,3.0,3.25,1.09,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,28,7.0,12.0,8.0,9.0,1.87,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,28,7.0,3.0,6.0,5.5,1.5,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,28,4.0,5.0,3.0,4.5,1.12,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,28,4.0,2.0,6.0,5.0,2.24,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,28,3.0,7.0,6.0,5.25,1.48,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,28,1.0,1.0,4.0,2.25,1.3,True,15
30369,"TUBOS DE 2""",AASS,2025,29,8.0,2.0,9.0,8.0,4.546060565661952,True,20
30370,"TUBOS DE 3"" - 3ML",AASS,2025,29,13.0,1.0,1.0,4.25,5.852349955359813,True,11
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,29,12.0,2.0,5.0,6.75,4.272001872658765,True,17
30372,"CODOS DE 2"" X 45",AASS,2025,29,40.0,4.0,48.0,27.5,20.15771151032114,True,69
30373,"CODOS DE 2"" X90",AASS,2025,29,39.0,5.0,49.0,29.25,19.155068954891984,True,73
30376,"CODOS DE 4"" X 45",AASS,2025,29,3.0,16.0,13.0,11.5,5.802298395176403,True,29
30377,"CODOS DE 4"" X 90",AASS,2025,29,9.0,2.0,12.0,7.0,4.396968652757639,True,18
30378,"REJILLA CROMADA DE 2""",AASS,2025,29,2.0,2.0,2.0,3.0,1.999999999999997,True,8
30381,"REJILLA PLASTICA DE 3""",AASS,2025,29,5.0,5.0,32.0,16.5,13.674794331177344,True,41
30386,"YEE DE 2""",AASS,2025,29,9.0,5.0,2.0,4.25,3.593976442141304,True,11
30388,"YEE 4""",AASS,2025,29,9.0,2.0,2.0,4.5,3.3166247903554,True,11
30389,YEE 4A2,AASS,2025,29,6.0,2.0,9.0,5.5,2.886751345948128,True,14
30390,REDUCTORES DE 4 A 2,AASS,2025,29,6.0,2.0,4.0,3.5,1.914854215512676,True,9
30397,"SIFON DE 2""",AASS,2025,29,18.0,8.0,14.0,11.0,6.21825270205921,True,28
30401,"SIFON DE 1 1/2"" CON ACOPLE /EDESA",AASS,2025,29,4.0,1.0,25.0,7.75,11.586630226256467,True,19
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,29,34.0,51.0,47.0,43.5,7.325753658611956,True,109
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,29,24.0,4.0,6.0,13.25,9.776672917374976,True,33
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,29,16.0,9.0,18.0,12.5,5.322906474223769,True,31
30435,UNION ROSCABLE 3/4,AAPP,2025,29,5.0,2.0,3.0,4.75,3.095695936834452,True,12
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,29,15.0,4.0,14.0,8.75,6.701989754294368,True,22
30471,"MANGUERA SERPENTINA WC 16"" 1/2 A 7/8 CR EDESA",AAPP,2025,29,11.0,3.0,2.0,4.25,4.573474244670748,True,11
30483,"SIFON DE 1 1/4"" ",AAPP,2025,29,2.0,1.0,10.0,8.25,8.80814017448254,True,21
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,29,2.0,4.0,7.0,4.5,2.081665999466133,True,11
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,29,21.0,10.0,3.0,9.25,8.500000000000043,True,23
30512,TEFLON 19MM*02MM*15M,AAPP,2025,29,10.0,4.0,7.0,11.0,8.366600265340756,True,28
30532,"REJILLA PLASTICA DE 2""",AASS,2025,29,15.0,3.0,3.0,6.75,5.678908345800274,True,17
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,29,2.0,4.0,7.0,5.0,2.449489742783177,True,12
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2025,29,3.0,2.0,1.0,3.0,2.160246899469287,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,29,2.0,2.0,4.0,3.0,1.154700538379254,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,29,26.0,2.0,4.0,16.25,15.585784121008045,True,41
AAPP-011,"UNION DE 1/2""",AAPP,2025,29,2.0,4.0,5.0,5.25,3.40342964277702,True,13
AAPP-020,SELLO DE CERA,AAPP,2025,29,2.0,2.0,8.0,4.0,2.8284271247461903,True,10
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,29,5.0,11.0,7.0,9.75,4.856267428111154,True,24
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,29,2.0,8.0,3.0,3.5,3.1091263510296057,True,9
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,29,9.0,5.0,2.0,4.75,2.68,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,29,4.0,7.0,12.0,7.75,2.86,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,29,1.0,7.0,3.0,4.25,2.38,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,29,5.0,4.0,5.0,4.25,0.83,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,29,6.0,4.0,2.0,4.5,1.66,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,29,4.0,3.0,7.0,5.0,1.58,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,29,3.0,1.0,1.0,2.25,1.3,True,15
30378,"REJILLA CROMADA DE 2""",AASS,2025,30,7.0,2.0,2.0,3.25,2.4999999999999973,True,8
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,30,2.0,34.0,51.0,33.5,22.21861081766064,True,84
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,30,1.0,16.0,9.0,11.0,7.702813338860895,True,28
30483,"SIFON DE 1 1/4"" ",AAPP,2025,30,1.0,2.0,1.0,3.5,4.358898943540674,True,9
30532,"REJILLA PLASTICA DE 2""",AASS,2025,30,5.0,15.0,3.0,6.5,5.744562646538029,True,16
AAPP-020,SELLO DE CERA,AAPP,2025,30,1.0,2.0,2.0,3.25,3.2015621187164243,True,8
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,30,4.0,9.0,5.0,5.0,2.55,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,30,3.0,4.0,7.0,6.5,3.5,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,30,7.0,1.0,7.0,4.5,2.6,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,30,5.0,5.0,4.0,4.75,0.43,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,30,5.0,6.0,4.0,4.25,1.48,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,30,5.0,4.0,3.0,4.75,1.48,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,30,4.0,3.0,1.0,2.25,1.3,True,15
30369,"TUBOS DE 2""",AASS,2025,31,1.0,8.0,2.0,5.0,4.08248290463863,True,12
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,31,3.0,12.0,2.0,5.5,4.509249752822894,True,14
30372,"CODOS DE 2"" X 45",AASS,2025,31,7.0,40.0,4.0,24.75,22.5,True,62
30373,"CODOS DE 2"" X90",AASS,2025,31,8.0,39.0,5.0,25.25,22.0661883130428,True,63
30376,"CODOS DE 4"" X 45",AASS,2025,31,1.0,3.0,16.0,8.25,7.365459931328117,True,21
30378,"REJILLA CROMADA DE 2""",AASS,2025,31,6.0,7.0,2.0,4.25,2.629955639676581,True,11
30388,"YEE 4""",AASS,2025,31,1.0,9.0,2.0,3.5,3.696845502136472,True,9
30389,YEE 4A2,AASS,2025,31,2.0,6.0,2.0,4.75,3.4034296427770223,True,12
30397,"SIFON DE 2""",AASS,2025,31,3.0,18.0,8.0,10.75,6.601767440112787,True,27
30412,"CODO 1/2"" X45",AAPP,2025,31,24.0,7.0,4.0,9.75,9.604686356149273,True,24
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,31,66.0,2.0,34.0,38.25,27.47574688096152,True,96
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,31,12.0,24.0,4.0,11.5,9.0,True,29
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,31,24.0,1.0,16.0,12.5,9.814954576223638,True,31
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,31,7.0,4.0,2.0,4.0,2.16024689946929,True,10
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,31,6.0,15.0,4.0,9.75,5.560275772537427,True,24
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,31,7.0,2.0,4.0,5.0,2.449489742783179,True,12
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,31,10.0,21.0,10.0,11.0,7.438637868140515,True,28
30512,TEFLON 19MM*02MM*15M,AAPP,2025,31,10.0,10.0,4.0,7.75,2.872281323269018,True,19
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,31,2.0,2.0,4.0,3.75,2.362907813126304,True,9
AAPP-006,"TEE DE 3/4""",AAPP,2025,31,4.0,4.0,2.0,3.25,0.9574271077563432,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,31,30.0,26.0,2.0,15.5,14.548768561863458,True,39
AAPP-011,"UNION DE 1/2""",AAPP,2025,31,6.0,2.0,4.0,4.25,1.7078251276599277,True,11
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,31,2.0,2.0,8.0,3.75,2.8722813232690148,True,9
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,31,2.0,4.0,9.0,5.0,2.55,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,31,4.0,3.0,4.0,4.5,1.5,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,31,2.0,7.0,1.0,4.25,2.77,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,31,7.0,5.0,5.0,5.25,1.09,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,31,6.0,5.0,6.0,5.25,0.83,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,31,5.0,5.0,4.0,4.25,0.83,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,31,5.0,4.0,3.0,3.25,1.48,True,15
30369,"TUBOS DE 2""",AASS,2025,32,11.0,1.0,8.0,5.5,4.795831523312719,True,14
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,32,12.0,3.0,12.0,7.25,5.5,True,18
30372,"CODOS DE 2"" X 45",AASS,2025,32,41.0,7.0,40.0,23.0,20.248456731316587,True,58
30373,"CODOS DE 2"" X90",AASS,2025,32,36.0,8.0,39.0,22.0,17.98147194568157,True,55
30376,"CODOS DE 4"" X 45",AASS,2025,32,16.0,1.0,3.0,9.0,8.12403840463596,True,22
30377,"CODOS DE 4"" X 90",AASS,2025,32,10.0,9.0,2.0,8.25,4.349329450233296,True,21
30378,"REJILLA CROMADA DE 2""",AASS,2025,32,1.0,6.0,7.0,4.0,2.943920288775947,True,10
30386,"YEE DE 2""",AASS,2025,32,6.0,9.0,5.0,5.5,2.886751345948129,True,14
30388,"YEE 4""",AASS,2025,32,5.0,1.0,9.0,4.25,3.593976442141304,True,11
30389,YEE 4A2,AASS,2025,32,8.0,2.0,6.0,4.5,3.0,True,11
30390,REDUCTORES DE 4 A 2,AASS,2025,32,5.0,6.0,2.0,4.25,1.707825127659933,True,11
30397,"SIFON DE 2""",AASS,2025,32,9.0,3.0,18.0,9.5,6.244997998398397,True,24
30412,"CODO 1/2"" X45",AAPP,2025,32,10.0,24.0,7.0,11.25,8.845903006477068,True,28
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,32,121.0,66.0,2.0,55.75,50.74363671108592,True,139
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,32,9.0,12.0,24.0,12.25,8.5,True,31
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,32,14.0,24.0,1.0,13.75,9.535023160258536,True,34
30435,UNION ROSCABLE 3/4,AAPP,2025,32,5.0,5.0,2.0,3.75,1.4999999999999998,True,9
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,32,7.0,6.0,15.0,8.0,4.8304589153964805,True,20
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,32,8.0,2.0,5.0,4.25,2.872281323269014,True,11
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,32,13.0,7.0,2.0,6.5,4.795831523312721,True,16
30512,TEFLON 19MM*02MM*15M,AAPP,2025,32,8.0,10.0,10.0,8.0,2.8284271247461934,True,20
30532,"REJILLA PLASTICA DE 2""",AASS,2025,32,1.0,5.0,15.0,6.0,6.2182527020592095,True,15
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,32,28.0,30.0,26.0,21.5,13.102162671355693,True,54
AAPP-011,"UNION DE 1/2""",AAPP,2025,32,9.0,6.0,2.0,5.25,2.9860788111948167,True,13
AAPP-019,"TEE DE 1"" PEGABLES",AAPP,2025,32,3.0,2.0,5.0,3.5,1.2909944487358056,True,9
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,32,5.0,6.0,24.0,9.75,9.535023160258536,True,24
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,32,7.0,5.0,11.0,7.5,2.516611478423581,True,19
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,32,1.0,2.0,2.0,3.25,3.2015621187164247,True,8
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,32,6.0,2.0,4.0,5.25,2.59,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,32,5.0,4.0,3.0,4.0,0.71,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,32,3.0,2.0,7.0,3.25,2.28,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,32,6.0,7.0,5.0,5.75,0.83,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,32,8.0,6.0,5.0,6.25,1.09,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,32,10.0,5.0,5.0,6.0,2.35,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,32,10.0,5.0,4.0,5.5,2.69,True,15
30369,"TUBOS DE 2""",AASS,2025,33,4.0,11.0,1.0,6.0,4.396968652757639,True,15
